=== PROBE P6 ===
  t=194  public_denial          :A3
  t=194  public_denial          :A5
  t=194  public_denial          :A8
  t=194  public_denial          :A9
  t=194  public_denial          :A10
  t=195  visible_grief          :A5
  t=195  visible_grief          :A8
  t=195  visible_grief          :A10
  t=196  public_denial          :A5
  t=196  public_denial          :A11
  t=197  visible_grief          :A3
  t=197  public_denial          :A5
  t=197  public_denial          :A9
  t=198  public_denial          :A4
  t=198  public_denial          :A9
  t=199  visible_grief          :A4
  t=199  visible_grief          :A9
  t=199  public_denial          :A11
  t=200  public_denial          :A2
  t=200  visible_grief          :A3
  t=200  public_denial          :A5
  t=200  public_denial          :A9

--- State snapshot at t=50 ---
  A1: sha=1.0 gri=3.0
  A2: sha=5.6 fea=1.9 gri=3.4
  A3: sha=10.0 gui=10.0 fea=10.0 gri=2.9
  A4: sha=8.4 gui=2.0 fea=4.1 gri=1.8
  A5: sha=10.0 gui=10.0 fea=10.0 gri=3.4
  A6: sha=1.0 gri=3.0
  A7: sha=6.6 fea=3.2 gri=1.4
  A8: sha=10.0 gui=10.0 fea=10.0 gri=2.1
  A9: sha=10.0 gui=9.0 fea=10.0 gri=2.6
  A10: sha=7.3 gui=1.0 fea=3.2 gri=1.4
  (crowd)
  L1: shame_climate=1.0 align=1.0 blame[fisher_laborer]=1.0
  L2: shame_climate=0.6 align=0.0 blame[fisher_laborer]=0.1

--- State snapshot at t=100 ---
  A1: sha=1.0 gri=5.4
  A2: sha=10.0 gui=10.0 fea=10.0 gri=4.3
  A3: sha=10.0 gui=9.5 fea=10.0 gri=5.1
  A4: sha=10.0 gui=10.0 fea=10.0 gri=4.2
  A5: sha=10.0 gui=9.0 fea=10.0 gri=7.3
  A6: sha=1.0 gri=5.0
  A7: sha=10.0 gui=7.5 fea=10.0 gri=4.4
  A8: sha=10.0 gui=7.5 fea=10.0 gri=5.8
  A9: sha=10.0 gui=10.0 fea=10.0 gri=3.9
  A10: sha=10.0 gui=8.0 fea=10.0 gri=5.3
  (crowd)
  L1: shame_climate=1.0 align=1.0 blame[fisher_laborer]=0.9
  L2: shame_climate=1.0 align=0.9 blame[family_anchor]=0.1

--- State snapshot at t=150 ---
  A1: sha=1.0 gri=5.8
  A2: sha=10.0 gui=10.0 fea=10.0 gri=5.0
  A3: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A4: sha=10.0 gui=10.0 fea=10.0 gri=7.2
  A5: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A6: sha=1.0 gri=5.4
  A7: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A8: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A9: sha=10.0 gui=10.0 fea=10.0 gri=5.7
  A10: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  (crowd)
  L1: shame_climate=1.0 align=1.0 blame[fisher_laborer]=1.0
  L2: shame_climate=1.0 align=0.8 blame[fisher_laborer]=0.1

--- State snapshot at t=200 ---
  A1: sha=1.0 gri=5.8
  A2: sha=10.0 gui=10.0 fea=10.0 gri=6.0
  A3: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A4: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A5: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A6: sha=1.0 gri=5.4
  A7: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A8: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A9: sha=10.0 gui=10.0 fea=10.0 gri=8.3
  A10: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  (crowd)
  L1: shame_climate=1.0 align=1.0 blame[fisher_laborer]=1.0
  L2: shame_climate=1.0 align=0.9 blame[family_anchor]=0.1
