=== PROBE P6 ===
  t= 59  forgiveness_emitted    :A10
  t= 59  public_denial          :A11
  t= 60  public_denial          :A2
  t= 60  public_denial          :A3
  t= 60  public_confession      :A5
  t= 60  forgiveness_emitted    :A5
  t= 60  visible_grief          :A8
  t= 60  visible_grief          :A9
  t= 60  visible_grief          :A10
  t= 60  public_denial          :A11
  t= 61  public_confession      :A2
  t= 61  forgiveness_emitted    :A2
  t= 61  visible_grief          :A5
  t= 61  visible_grief          :A8
  t= 61  visible_grief          :A9
  t= 61  public_denial          :A10
  t= 61  public_denial          :A11
  t= 62  public_denial          :A5
  t= 62  visible_grief          :A8
  t= 62  public_denial          :A9
  t= 63  visible_grief          :A2
  t= 63  visible_grief          :A4
  t= 63  public_denial          :A5
  t= 63  public_confession      :A8
  t= 63  forgiveness_emitted    :A8
  t= 63  public_confession      :A9
  t= 63  forgiveness_emitted    :A9
  t= 64  public_denial          :A2
  t= 64  public_confession      :A3
  t= 64  forgiveness_emitted    :A3
  t= 64  public_confession      :A4
  t= 64  forgiveness_emitted    :A4
  t= 64  public_denial          :A5
  t= 64  public_confession      :A9
  t= 64  forgiveness_emitted    :A9
  t= 64  public_denial          :A11
  t= 65  public_confession      :A3
  t= 65  forgiveness_emitted    :A3
  t= 65  public_denial          :A4
  t= 65  public_denial          :A8
  t= 65  public_confession      :A9
  t= 65  forgiveness_emitted    :A9
  t= 65  visible_grief          :A10
  t= 66  public_confession      :A2
  t= 66  forgiveness_emitted    :A2
  t= 66  public_confession      :A3
  t= 66  forgiveness_emitted    :A3
  t= 66  visible_grief          :A4
  t= 66  public_confession      :A5
  t= 66  forgiveness_emitted    :A5
  t= 66  visible_grief          :A8
  t= 66  public_confession      :A9
  t= 66  forgiveness_emitted    :A9
  t= 67  visible_grief          :A3
  t= 67  public_confession      :A4
  t= 67  forgiveness_emitted    :A4
  t= 67  public_confession      :A5
  t= 67  forgiveness_emitted    :A5
  t= 67  public_denial          :A9
  t= 68  public_confession      :A2
  t= 68  forgiveness_emitted    :A2
  t= 68  public_confession      :A3
  t= 68  forgiveness_emitted    :A3
  t= 68  public_denial          :A4
  t= 68  public_confession      :A5
  t= 68  forgiveness_emitted    :A5
  t= 68  public_confession      :A8
  t= 68  forgiveness_emitted    :A8
  t= 68  public_confession      :A9
  t= 68  forgiveness_emitted    :A9
  t= 69  public_denial          :A3
  t= 69  public_confession      :A4
  t= 69  forgiveness_emitted    :A4
  t= 69  visible_grief          :A10
  t= 70  public_confession      :A4
  t= 70  forgiveness_emitted    :A4
  t= 70  public_denial          :A5
  t= 70  public_denial          :A8
  t= 70  public_denial          :A9
  t= 70  public_denial          :A10
  t= 71  public_denial          :A2
  t= 71  public_denial          :A3
  t= 71  public_denial          :A5
  t= 71  public_denial          :A8
  t= 71  public_denial          :A10
  t= 72  public_denial          :A3
  t= 72  public_confession      :A4
  t= 72  forgiveness_emitted    :A4
  t= 72  public_denial          :A8
  t= 72  public_denial          :A9
  t= 72  public_denial          :A10
  t= 73  public_confession      :A3
  t= 73  forgiveness_emitted    :A3
  t= 73  public_denial          :A4
  t= 73  public_denial          :A8
  t= 73  public_denial          :A9
  t= 73  public_denial          :A10
  t= 74  public_confession      :A3
  t= 74  forgiveness_emitted    :A3
  t= 74  public_denial          :A4
  t= 74  public_confession      :A8
  t= 74  forgiveness_emitted    :A8
  t= 74  public_confession      :A9
  t= 74  forgiveness_emitted    :A9
  t= 74  visible_grief          :A10
  t= 74  public_denial          :A11
  t= 75  public_denial          :A2
  t= 75  public_denial          :A3
  t= 75  public_denial          :A4
  t= 75  public_denial          :A5
  t= 75  public_confession      :A8
  t= 75  forgiveness_emitted    :A8
  t= 75  public_denial          :A9
  t= 75  public_confession      :A10
  t= 75  forgiveness_emitted    :A10
  t= 76  public_denial          :A3
  t= 76  public_denial          :A4
  t= 76  visible_grief          :A5
  t= 76  public_confession      :A9
  t= 76  forgiveness_emitted    :A9
  t= 76  public_denial          :A10
  t= 77  public_denial          :A3
  t= 77  public_denial          :A4
  t= 77  public_denial          :A5
  t= 77  public_denial          :A9
  t= 78  visible_grief          :A4
  t= 78  public_denial          :A9
  t= 79  public_confession      :A4
  t= 79  forgiveness_emitted    :A4
  t= 79  public_confession      :A5
  t= 79  forgiveness_emitted    :A5
  t= 79  public_denial          :A9
  t= 79  public_denial          :A10
  t= 80  visible_grief          :A3
  t= 80  public_confession      :A4
  t= 80  forgiveness_emitted    :A4
  t= 80  public_denial          :A5
  t= 80  public_denial          :A8
  t= 80  public_denial          :A9
  t= 80  visible_grief          :A10
  t= 81  public_confession      :A3
  t= 81  forgiveness_emitted    :A3
  t= 81  public_denial          :A9
  t= 81  public_confession      :A10
  t= 81  forgiveness_emitted    :A10
  t= 82  public_denial          :A2
  t= 82  public_denial          :A5
  t= 82  public_confession      :A9
  t= 82  forgiveness_emitted    :A9
  t= 83  public_confession      :A2
  t= 83  forgiveness_emitted    :A2
  t= 83  public_confession      :A4
  t= 83  forgiveness_emitted    :A4
  t= 83  public_denial          :A5
  t= 83  visible_grief          :A8
  t= 84  visible_grief          :A3
  t= 84  public_denial          :A4
  t= 84  visible_grief          :A5
  t= 84  public_denial          :A8
  t= 84  public_confession      :A9
  t= 84  forgiveness_emitted    :A9
  t= 84  public_confession      :A10
  t= 84  forgiveness_emitted    :A10
  t= 85  public_confession      :A2
  t= 85  forgiveness_emitted    :A2
  t= 85  public_denial          :A3
  t= 85  public_denial          :A4
  t= 85  public_denial          :A5
  t= 85  public_confession      :A8
  t= 85  forgiveness_emitted    :A8
  t= 85  public_denial          :A10
  t= 85  public_denial          :A11
  t= 86  public_confession      :A3
  t= 86  forgiveness_emitted    :A3
  t= 86  public_confession      :A5
  t= 86  forgiveness_emitted    :A5
  t= 86  public_denial          :A10
  t= 87  public_denial          :A2
  t= 87  public_denial          :A3
  t= 87  public_denial          :A4
  t= 87  visible_grief          :A8
  t= 87  public_denial          :A9
  t= 88  public_denial          :A2
  t= 88  public_confession      :A3
  t= 88  forgiveness_emitted    :A3
  t= 88  public_confession      :A4
  t= 88  forgiveness_emitted    :A4
  t= 88  visible_grief          :A5
  t= 88  public_confession      :A8
  t= 88  forgiveness_emitted    :A8
  t= 88  public_denial          :A9
  t= 88  public_confession      :A10
  t= 88  forgiveness_emitted    :A10
  t= 89  public_denial          :A2
  t= 89  public_denial          :A3
  t= 89  public_denial          :A4
  t= 89  public_denial          :A5
  t= 89  public_denial          :A10
  t= 90  visible_grief          :A5
  t= 90  public_denial          :A9
  t= 90  public_confession      :A10
  t= 90  forgiveness_emitted    :A10
  t= 91  public_denial          :A2
  t= 91  public_denial          :A3
  t= 91  public_confession      :A5
  t= 91  forgiveness_emitted    :A5
  t= 91  public_confession      :A8
  t= 91  forgiveness_emitted    :A8
  t= 91  public_denial          :A9
  t= 91  visible_grief          :A10
  t= 92  public_denial          :A4
  t= 92  public_confession      :A5
  t= 92  forgiveness_emitted    :A5
  t= 92  public_confession      :A8
  t= 92  forgiveness_emitted    :A8
  t= 92  public_denial          :A9
  t= 93  public_denial          :A2
  t= 93  public_confession      :A3
  t= 93  forgiveness_emitted    :A3
  t= 93  public_denial          :A5
  t= 93  visible_grief          :A9
  t= 93  visible_grief          :A10
  t= 94  public_confession      :A3
  t= 94  forgiveness_emitted    :A3
  t= 94  public_confession      :A5
  t= 94  forgiveness_emitted    :A5
  t= 94  public_confession      :A9
  t= 94  forgiveness_emitted    :A9
  t= 94  public_confession      :A10
  t= 94  forgiveness_emitted    :A10
  t= 95  public_denial          :A3
  t= 95  public_denial          :A4
  t= 95  public_denial          :A5
  t= 95  visible_grief          :A8
  t= 95  public_denial          :A11
  t= 96  public_confession      :A2
  t= 96  forgiveness_emitted    :A2
  t= 96  public_confession      :A3
  t= 96  forgiveness_emitted    :A3
  t= 96  public_confession      :A5
  t= 96  forgiveness_emitted    :A5
  t= 96  public_confession      :A10
  t= 96  forgiveness_emitted    :A10
  t= 97  public_denial          :A2
  t= 97  public_confession      :A3
  t= 97  forgiveness_emitted    :A3
  t= 97  public_denial          :A4
  t= 97  public_denial          :A9
  t= 98  public_confession      :A3
  t= 98  forgiveness_emitted    :A3
  t= 98  public_confession      :A4
  t= 98  forgiveness_emitted    :A4
  t= 98  visible_grief          :A5
  t= 98  public_denial          :A9
  t= 98  visible_grief          :A10
  t= 99  public_confession      :A2
  t= 99  forgiveness_emitted    :A2
  t= 99  public_denial          :A4
  t= 99  visible_grief          :A5
  t= 99  public_confession      :A8
  t= 99  forgiveness_emitted    :A8
  t= 99  public_denial          :A9
  t=100  public_denial          :A2
  t=100  public_denial          :A3
  t=100  visible_grief          :A4
  t=100  public_confession      :A5
  t=100  forgiveness_emitted    :A5
  t=100  public_denial          :A9
  t=100  public_confession      :A10
  t=100  forgiveness_emitted    :A10
  t=101  public_confession      :A4
  t=101  forgiveness_emitted    :A4
  t=101  public_confession      :A5
  t=101  forgiveness_emitted    :A5
  t=101  public_denial          :A10
  t=102  public_denial          :A2
  t=102  public_denial          :A3
  t=102  public_denial          :A4
  t=102  public_denial          :A5
  t=102  public_confession      :A8
  t=102  forgiveness_emitted    :A8
  t=102  public_confession      :A9
  t=102  forgiveness_emitted    :A9
  t=102  visible_grief          :A10
  t=103  public_denial          :A3
  t=103  public_confession      :A5
  t=103  forgiveness_emitted    :A5
  t=103  public_denial          :A9
  t=103  visible_grief          :A10
  t=103  public_denial          :A11
  t=104  public_confession      :A2
  t=104  forgiveness_emitted    :A2
  t=104  public_confession      :A3
  t=104  forgiveness_emitted    :A3
  t=104  visible_grief          :A4
  t=104  visible_grief          :A5
  t=104  public_confession      :A8
  t=104  forgiveness_emitted    :A8
  t=104  public_confession      :A9
  t=104  forgiveness_emitted    :A9
  t=105  public_denial          :A2
  t=105  public_confession      :A3
  t=105  forgiveness_emitted    :A3
  t=105  public_confession      :A8
  t=105  forgiveness_emitted    :A8
  t=105  public_confession      :A10
  t=105  forgiveness_emitted    :A10
  t=106  public_confession      :A2
  t=106  forgiveness_emitted    :A2
  t=106  public_confession      :A3
  t=106  forgiveness_emitted    :A3
  t=106  public_denial          :A8
  t=106  visible_grief          :A9
  t=107  public_confession      :A2
  t=107  forgiveness_emitted    :A2
  t=107  public_denial          :A4
  t=107  public_denial          :A5
  t=107  visible_grief          :A8
  t=107  public_denial          :A9
  t=108  public_denial          :A2
  t=108  visible_grief          :A5
  t=108  public_confession      :A8
  t=108  forgiveness_emitted    :A8
  t=108  public_denial          :A9
  t=109  public_denial          :A8
  t=109  public_confession      :A9
  t=109  forgiveness_emitted    :A9
  t=109  public_denial          :A10
  t=110  public_denial          :A2
  t=110  visible_grief          :A3
  t=110  public_denial          :A5
  t=110  public_denial          :A8
  t=110  public_denial          :A9
  t=111  public_denial          :A2
  t=111  visible_grief          :A4
  t=111  public_denial          :A5
  t=111  visible_grief          :A8
  t=111  public_denial          :A9
  t=112  public_denial          :A2
  t=113  public_denial          :A3
  t=113  public_denial          :A11
  t=114  public_denial          :A2
  t=114  visible_grief          :A3
  t=114  public_denial          :A8
  t=114  public_denial          :A10
  t=115  visible_grief          :A3
  t=115  public_denial          :A4
  t=115  visible_grief          :A8
  t=115  public_denial          :A9
  t=115  public_denial          :A10
  t=115  public_denial          :A11
  t=116  public_denial          :A3
  t=116  visible_grief          :A4
  t=116  visible_grief          :A8
  t=117  public_denial          :A3
  t=117  visible_grief          :A5
  t=117  public_denial          :A9
  t=117  public_denial          :A10
  t=117  public_denial          :A11
  t=118  public_denial          :A3
  t=118  public_denial          :A4
  t=118  public_denial          :A5
  t=118  visible_grief          :A8
  t=119  public_denial          :A2
  t=119  public_denial          :A5
  t=119  public_denial          :A8
  t=120  public_denial          :A2
  t=120  public_denial          :A3
  t=120  public_denial          :A5
  t=120  public_denial          :A9
  t=121  public_denial          :A2
  t=121  visible_grief          :A3
  t=121  public_denial          :A8
  t=121  public_denial          :A9
  t=121  visible_grief          :A10
  t=122  public_denial          :A2
  t=122  public_denial          :A3
  t=122  visible_grief          :A5
  t=123  public_denial          :A2
  t=123  visible_grief          :A3
  t=123  public_denial          :A4
  t=123  public_denial          :A5
  t=123  public_denial          :A8
  t=124  public_denial          :A2
  t=124  visible_grief          :A3
  t=124  public_denial          :A5
  t=124  public_denial          :A8
  t=124  visible_grief          :A10
  t=124  public_denial          :A11
  t=125  public_denial          :A3
  t=125  public_denial          :A4
  t=125  public_denial          :A5
  t=126  public_denial          :A2
  t=126  visible_grief          :A3
  t=126  public_denial          :A8
  t=127  public_denial          :A2
  t=127  public_denial          :A3
  t=127  public_denial          :A8
  t=127  public_denial          :A9
  t=127  public_denial          :A10
  t=128  public_denial          :A3
  t=128  public_denial          :A4
  t=128  public_denial          :A5
  t=129  visible_grief          :A4
  t=129  public_denial          :A8
  t=129  public_denial          :A9
  t=129  public_denial          :A11
  t=130  public_denial          :A2
  t=130  visible_grief          :A3
  t=130  visible_grief          :A8
  t=130  visible_grief          :A10
  t=132  public_denial          :A3
  t=132  visible_grief          :A8
  t=133  visible_grief          :A3
  t=133  public_denial          :A4
  t=133  visible_grief          :A8
  t=133  public_denial          :A9
  t=133  public_denial          :A10
  t=134  visible_grief          :A3
  t=134  visible_grief          :A5
  t=134  public_denial          :A8
  t=134  public_denial          :A9
  t=135  public_denial          :A2
  t=135  public_denial          :A4
  t=135  visible_grief          :A5
  t=135  visible_grief          :A8
  t=135  public_denial          :A9
  t=136  public_denial          :A4
  t=136  public_denial          :A9
  t=137  public_denial          :A9
  t=137  visible_grief          :A10
  t=137  public_denial          :A11
  t=138  public_denial          :A3
  t=138  public_denial          :A4
  t=138  visible_grief          :A5
  t=138  visible_grief          :A8
  t=139  public_denial          :A4
  t=139  public_denial          :A8
  t=139  visible_grief          :A10
  t=140  public_denial          :A4
  t=140  visible_grief          :A5
  t=140  visible_grief          :A10
  t=141  public_denial          :A2
  t=141  public_denial          :A5
  t=142  public_denial          :A3
  t=142  visible_grief          :A5
  t=142  visible_grief          :A8
  t=142  public_denial          :A11
  t=143  visible_grief          :A5
  t=143  visible_grief          :A8
  t=144  public_denial          :A3
  t=144  visible_grief          :A4
  t=144  public_denial          :A5
  t=144  public_denial          :A8
  t=144  public_denial          :A9
  t=144  public_denial          :A11
  t=145  public_denial          :A2
  t=145  public_denial          :A3
  t=145  public_denial          :A5
  t=145  visible_grief          :A10
  t=146  visible_grief          :A3
  t=146  visible_grief          :A5
  t=146  visible_grief          :A8
  t=146  public_denial          :A9
  t=146  public_denial          :A10
  t=147  public_denial          :A3
  t=147  visible_grief          :A8
  t=147  public_denial          :A9
  t=148  visible_grief          :A3
  t=148  visible_grief          :A5
  t=149  public_denial          :A3
  t=149  public_denial          :A4
  t=149  public_denial          :A8
  t=150  public_denial          :A4
  t=150  public_denial          :A5
  t=150  public_denial          :A8
  t=151  visible_grief          :A4
  t=151  public_denial          :A5
  t=151  public_denial          :A8
  t=151  public_denial          :A9
  t=151  public_denial          :A10
  t=152  visible_grief          :A3
  t=152  public_denial          :A5
  t=152  public_denial          :A8
  t=153  public_denial          :A2
  t=153  public_denial          :A3
  t=153  public_denial          :A4
  t=153  public_denial          :A9
  t=154  public_denial          :A2
  t=154  public_denial          :A3
  t=154  public_denial          :A5
  t=154  public_denial          :A8
  t=155  public_denial          :A3
  t=155  visible_grief          :A4
  t=155  visible_grief          :A5
  t=156  public_denial          :A3
  t=156  public_denial          :A8
  t=156  public_denial          :A9
  t=156  public_denial          :A10
  t=157  public_denial          :A2
  t=157  visible_grief          :A3
  t=157  public_denial          :A4
  t=157  visible_grief          :A5
  t=157  public_denial          :A8
  t=157  public_denial          :A9
  t=158  public_denial          :A2
  t=158  visible_grief          :A3
  t=158  public_denial          :A5
  t=158  public_denial          :A9
  t=159  visible_grief          :A3
  t=159  visible_grief          :A4
  t=159  public_denial          :A5
  t=159  public_denial          :A8
  t=159  visible_grief          :A10
  t=160  visible_grief          :A8
  t=160  public_denial          :A9
  t=160  public_denial          :A10
  t=161  visible_grief          :A3
  t=161  public_denial          :A4
  t=161  visible_grief          :A5
  t=161  public_denial          :A8
  t=162  public_denial          :A3
  t=163  public_denial          :A2
  t=163  public_denial          :A3
  t=163  visible_grief          :A4
  t=163  public_denial          :A5
  t=164  public_denial          :A2
  t=164  public_denial          :A8
  t=164  public_denial          :A10
  t=164  public_denial          :A11
  t=165  public_denial          :A2
  t=165  visible_grief          :A3
  t=165  visible_grief          :A8
  t=165  public_denial          :A9
  t=165  public_denial          :A11
  t=166  public_denial          :A2
  t=166  public_denial          :A3
  t=166  public_denial          :A4
  t=166  visible_grief          :A5
  t=166  visible_grief          :A8
  t=166  public_denial          :A10
  t=167  public_denial          :A2
  t=167  visible_grief          :A3
  t=167  public_denial          :A4
  t=167  public_denial          :A5
  t=167  visible_grief          :A8
  t=168  visible_grief          :A3
  t=168  public_denial          :A5
  t=168  visible_grief          :A8
  t=168  public_denial          :A9
  t=169  visible_grief          :A4
  t=169  public_denial          :A8
  t=169  public_denial          :A9
  t=169  public_denial          :A11
  t=170  public_denial          :A3
  t=170  public_denial          :A4
  t=170  visible_grief          :A5
  t=170  visible_grief          :A8
  t=170  public_denial          :A9
  t=170  public_denial          :A10
  t=171  visible_grief          :A5
  t=172  visible_grief          :A3
  t=172  visible_grief          :A4
  t=172  public_denial          :A5
  t=172  public_denial          :A8
  t=172  public_denial          :A9
  t=173  visible_grief          :A4
  t=173  public_denial          :A8
  t=173  visible_grief          :A10
  t=174  public_denial          :A5
  t=174  visible_grief          :A10
  t=174  public_denial          :A11
  t=175  public_denial          :A2
  t=175  public_denial          :A5
  t=175  public_denial          :A10
  t=175  public_denial          :A11
  t=176  public_denial          :A3
  t=176  public_denial          :A4
  t=176  visible_grief          :A5
  t=176  visible_grief          :A9
  t=176  public_denial          :A11
  t=177  public_denial          :A2
  t=177  visible_grief          :A4
  t=177  public_denial          :A9
  t=177  public_denial          :A10
  t=178  visible_grief          :A3
  t=178  visible_grief          :A4
  t=178  visible_grief          :A5
  t=178  public_denial          :A9
  t=178  public_denial          :A10
  t=179  visible_grief          :A4
  t=179  visible_grief          :A5
  t=179  public_denial          :A10
  t=180  public_denial          :A8
  t=181  public_denial          :A3
  t=181  visible_grief          :A8
  t=182  visible_grief          :A3
  t=182  public_denial          :A4
  t=182  visible_grief          :A10
  t=182  public_denial          :A11
  t=183  public_denial          :A3
  t=183  visible_grief          :A4
  t=183  public_denial          :A5
  t=183  visible_grief          :A8
  t=183  visible_grief          :A9
  t=183  public_denial          :A10
  t=183  public_denial          :A11
  t=184  visible_grief          :A3
  t=184  public_denial          :A5
  t=184  public_denial          :A9
  t=184  public_denial          :A10
  t=185  public_denial          :A2
  t=185  visible_grief          :A3
  t=185  public_denial          :A9
  t=185  public_denial          :A11
  t=186  public_denial          :A3
  t=186  public_denial          :A5
  t=186  visible_grief          :A10
  t=187  public_denial          :A2
  t=187  visible_grief          :A3
  t=187  public_denial          :A4
  t=187  public_denial          :A5
  t=187  visible_grief          :A10
  t=187  public_denial          :A11
  t=188  public_denial          :A2
  t=188  visible_grief          :A3
  t=188  public_denial          :A5
  t=188  visible_grief          :A8
  t=188  visible_grief          :A9
  t=188  visible_grief          :A10
  t=188  public_denial          :A11
  t=189  public_denial          :A4
  t=189  visible_grief          :A8
  t=189  public_denial          :A10
  t=190  public_denial          :A2
  t=190  public_denial          :A4
  t=190  visible_grief          :A5
  t=190  visible_grief          :A8
  t=191  public_denial          :A4
  t=191  visible_grief          :A5
  t=191  public_denial          :A8
  t=191  public_denial          :A10
  t=192  public_denial          :A2
  t=192  public_denial          :A3
  t=192  visible_grief          :A5
  t=192  public_denial          :A9
  t=193  public_denial          :A2
  t=193  public_denial          :A3
  t=193  visible_grief          :A4
  t=193  public_denial          :A9
  t=193  public_denial          :A10
