=== PROBE P3 ===
  t= 80  forgiveness_emitted    :A8
  t= 81  public_denial          :A4
  t= 81  public_confession      :A6
  t= 81  forgiveness_emitted    :A6
  t= 81  public_denial          :A7
  t= 81  public_denial          :A8
  t= 82  public_denial          :A4
  t= 82  public_denial          :A5
  t= 82  visible_grief          :A6
  t= 82  public_denial          :A7
  t= 82  public_confession      :A8
  t= 82  forgiveness_emitted    :A8
  t= 83  public_confession      :A5
  t= 83  forgiveness_emitted    :A5
  t= 83  visible_grief          :A6
  t= 83  public_denial          :A7
  t= 83  public_confession      :A8
  t= 83  forgiveness_emitted    :A8
  t= 84  public_confession      :A5
  t= 84  forgiveness_emitted    :A5
  t= 84  public_denial          :A6
  t= 84  public_denial          :A8
  t= 85  public_denial          :A4
  t= 85  visible_grief          :A5
  t= 85  visible_grief          :A6
  t= 85  public_denial          :A7
  t= 86  public_denial          :A4
  t= 86  visible_grief          :A5
  t= 86  public_confession      :A6
  t= 86  forgiveness_emitted    :A6
  t= 86  public_confession      :A8
  t= 86  forgiveness_emitted    :A8
  t= 87  public_confession      :A4
  t= 87  forgiveness_emitted    :A4
  t= 87  public_confession      :A5
  t= 87  forgiveness_emitted    :A5
  t= 87  public_confession      :A6
  t= 87  forgiveness_emitted    :A6
  t= 87  public_denial          :A7
  t= 87  public_denial          :A8
  t= 88  public_confession      :A5
  t= 88  forgiveness_emitted    :A5
  t= 88  public_denial          :A7
  t= 88  public_denial          :A10
  t= 89  visible_grief          :A5
  t= 89  public_denial          :A8
  t= 90  public_denial          :A5
  t= 90  visible_grief          :A6
  t= 90  visible_grief          :A7
  t= 91  visible_grief          :A5
  t= 91  public_denial          :A6
  t= 91  public_denial          :A7
  t= 91  public_denial          :A8
  t= 92  public_denial          :A7
  t= 92  visible_grief          :A8
  t= 93  public_denial          :A7
  t= 93  public_denial          :A10
  t= 94  public_denial          :A4
  t= 94  visible_grief          :A6
  t= 95  public_denial          :A6
  t= 95  public_denial          :A8
  t= 95  public_denial          :A10
  t= 96  public_denial          :A5
  t= 96  public_denial          :A6
  t= 96  public_denial          :A8
  t= 97  public_denial          :A7
  t= 97  public_denial          :A8
  t= 98  public_denial          :A5
  t= 98  public_denial          :A10
  t= 99  visible_grief          :A5
  t= 99  public_denial          :A6
  t= 99  public_denial          :A7
  t= 99  public_denial          :A8
  t=100  visible_grief          :A6
  t=100  public_denial          :A8
  t=101  public_denial          :A5
  t=101  public_denial          :A7
  t=101  public_denial          :A8
  t=101  public_denial          :A10
  t=102  public_denial          :A4
  t=102  visible_grief          :A5
  t=102  visible_grief          :A6
  t=103  public_denial          :A4
  t=103  public_denial          :A5
  t=103  visible_grief          :A6
  t=103  public_denial          :A7
  t=103  public_denial          :A8
  t=103  public_denial          :A10
  t=104  visible_grief          :A5
  t=104  visible_grief          :A6
  t=104  public_denial          :A10
  t=105  public_denial          :A5
  t=105  visible_grief          :A8
  t=106  visible_grief          :A5
  t=107  public_denial          :A5
  t=107  public_denial          :A8
  t=107  public_denial          :A10
  t=108  visible_grief          :A4
  t=108  visible_grief          :A5
  t=108  public_denial          :A6
  t=108  public_denial          :A8
  t=109  visible_grief          :A5
  t=109  visible_grief          :A6
  t=109  public_denial          :A10
  t=110  public_confession      :A4
  t=110  forgiveness_emitted    :A4
  t=110  visible_grief          :A5
  t=110  visible_grief          :A6
  t=110  public_denial          :A7
  t=111  visible_grief          :A6
  t=111  public_confession      :A7
  t=111  forgiveness_emitted    :A7
  t=111  public_denial          :A8
  t=111  public_denial          :A10
  t=112  public_denial          :A4
  t=112  public_denial          :A5
  t=112  public_confession      :A6
  t=112  forgiveness_emitted    :A6
  t=112  public_denial          :A7
  t=112  public_denial          :A8
  t=113  visible_grief          :A7
  t=113  public_denial          :A8
  t=113  public_denial          :A10
  t=114  public_denial          :A4
  t=114  visible_grief          :A5
  t=114  public_denial          :A6
  t=114  public_denial          :A8
  t=115  public_denial          :A4
  t=115  public_confession      :A5
  t=115  forgiveness_emitted    :A5
  t=115  public_confession      :A8
  t=115  forgiveness_emitted    :A8
  t=116  visible_grief          :A5
  t=116  public_confession      :A6
  t=116  forgiveness_emitted    :A6
  t=116  public_denial          :A7
  t=116  public_denial          :A8
  t=117  visible_grief          :A5
  t=117  public_confession      :A6
  t=117  forgiveness_emitted    :A6
  t=117  public_denial          :A7
  t=117  public_confession      :A8
  t=117  forgiveness_emitted    :A8
  t=118  visible_grief          :A5
  t=118  public_confession      :A6
  t=118  forgiveness_emitted    :A6
  t=118  public_confession      :A7
  t=118  forgiveness_emitted    :A7
  t=118  public_denial          :A8
  t=119  public_denial          :A4
  t=119  visible_grief          :A5
  t=119  public_denial          :A6
  t=119  public_denial          :A8
  t=119  public_denial          :A10
  t=120  visible_grief          :A5
  t=120  public_denial          :A6
  t=120  visible_grief          :A7
  t=120  public_confession      :A8
  t=120  forgiveness_emitted    :A8
  t=121  public_denial          :A6
  t=121  public_confession      :A7
  t=121  forgiveness_emitted    :A7
  t=121  public_confession      :A8
  t=121  forgiveness_emitted    :A8
  t=121  public_denial          :A10
  t=122  visible_grief          :A4
  t=122  public_confession      :A5
  t=122  forgiveness_emitted    :A5
  t=122  public_denial          :A6
  t=122  public_denial          :A7
  t=122  public_denial          :A8
  t=122  public_denial          :A10
  t=123  public_confession      :A4
  t=123  forgiveness_emitted    :A4
  t=123  public_confession      :A6
  t=123  forgiveness_emitted    :A6
  t=124  public_denial          :A7
  t=125  public_denial          :A4
  t=125  public_denial          :A6
  t=125  public_confession      :A8
  t=125  forgiveness_emitted    :A8
  t=126  public_denial          :A4
  t=126  visible_grief          :A6
  t=126  public_denial          :A7
  t=126  public_confession      :A8
  t=126  forgiveness_emitted    :A8
  t=127  public_confession      :A6
  t=127  forgiveness_emitted    :A6
  t=127  public_denial          :A7
  t=127  public_confession      :A8
  t=127  forgiveness_emitted    :A8
  t=128  public_denial          :A4
  t=128  public_confession      :A5
  t=128  forgiveness_emitted    :A5
  t=128  public_confession      :A6
  t=128  forgiveness_emitted    :A6
  t=129  public_confession      :A5
  t=129  forgiveness_emitted    :A5
  t=129  visible_grief          :A6
  t=129  visible_grief          :A8
  t=130  public_confession      :A5
  t=130  forgiveness_emitted    :A5
  t=130  public_confession      :A7
  t=130  forgiveness_emitted    :A7
  t=130  public_denial          :A8
  t=130  public_denial          :A10
  t=131  public_confession      :A5
  t=131  forgiveness_emitted    :A5
  t=131  public_confession      :A8
  t=131  forgiveness_emitted    :A8
  t=132  public_confession      :A5
  t=132  forgiveness_emitted    :A5
  t=132  visible_grief          :A6
  t=132  public_denial          :A7
  t=133  visible_grief          :A5
  t=133  public_denial          :A6
  t=133  public_denial          :A7
  t=133  public_confession      :A8
  t=133  forgiveness_emitted    :A8
  t=133  public_denial          :A10
  t=134  public_denial          :A5
  t=134  public_denial          :A7
  t=134  public_denial          :A8
  t=135  public_denial          :A4
  t=135  public_denial          :A6
  t=136  public_confession      :A5
  t=136  forgiveness_emitted    :A5
  t=136  public_denial          :A7
  t=136  public_denial          :A8
  t=137  public_confession      :A4
  t=137  forgiveness_emitted    :A4
  t=137  public_denial          :A5
  t=137  public_denial          :A6
  t=137  public_confession      :A8
  t=137  forgiveness_emitted    :A8
  t=138  public_confession      :A5
  t=138  forgiveness_emitted    :A5
  t=138  visible_grief          :A6
  t=138  public_denial          :A7
  t=138  public_denial          :A8
  t=139  public_confession      :A5
  t=139  forgiveness_emitted    :A5
  t=139  public_confession      :A7
  t=139  forgiveness_emitted    :A7
  t=139  visible_grief          :A8
  t=140  public_denial          :A4
  t=140  public_confession      :A5
  t=140  forgiveness_emitted    :A5
  t=140  public_denial          :A6
  t=140  public_confession      :A7
  t=140  forgiveness_emitted    :A7
  t=140  public_denial          :A8
  t=141  public_confession      :A5
  t=141  forgiveness_emitted    :A5
  t=141  public_confession      :A6
  t=141  forgiveness_emitted    :A6
  t=141  public_denial          :A7
  t=141  public_denial          :A10
  t=142  public_denial          :A5
  t=142  public_denial          :A6
  t=142  visible_grief          :A7
  t=142  public_confession      :A8
  t=142  forgiveness_emitted    :A8
  t=143  visible_grief          :A6
  t=143  public_confession      :A7
  t=143  forgiveness_emitted    :A7
  t=143  public_denial          :A8
  t=143  public_denial          :A10
  t=144  public_denial          :A4
  t=144  public_confession      :A6
  t=144  forgiveness_emitted    :A6
  t=144  visible_grief          :A7
  t=144  public_confession      :A8
  t=144  forgiveness_emitted    :A8
  t=144  public_denial          :A10
  t=145  public_confession      :A5
  t=145  forgiveness_emitted    :A5
  t=145  public_denial          :A6
  t=145  public_confession      :A8
  t=145  forgiveness_emitted    :A8
  t=146  visible_grief          :A5
  t=146  visible_grief          :A6
  t=147  public_denial          :A4
  t=147  visible_grief          :A7
  t=147  public_denial          :A10
  t=148  public_denial          :A6
  t=148  public_confession      :A7
  t=148  forgiveness_emitted    :A7
  t=148  public_denial          :A8
  t=149  public_confession      :A4
  t=149  forgiveness_emitted    :A4
  t=149  public_confession      :A5
  t=149  forgiveness_emitted    :A5
  t=149  public_denial          :A6
  t=149  public_denial          :A7
  t=150  public_denial          :A6
  t=150  public_denial          :A7
  t=150  public_denial          :A8
  t=151  public_confession      :A5
  t=151  forgiveness_emitted    :A5
  t=151  public_denial          :A6
  t=151  visible_grief          :A8
  t=152  public_denial          :A4
  t=152  public_denial          :A5
  t=152  public_denial          :A6
  t=152  public_denial          :A7
  t=152  public_confession      :A8
  t=152  forgiveness_emitted    :A8
  t=153  public_confession      :A5
  t=153  forgiveness_emitted    :A5
  t=153  public_confession      :A6
  t=153  forgiveness_emitted    :A6
  t=153  public_confession      :A7
  t=153  forgiveness_emitted    :A7
  t=153  public_denial          :A8
  t=154  public_confession      :A5
  t=154  forgiveness_emitted    :A5
  t=154  public_denial          :A6
  t=155  public_denial          :A5
  t=155  visible_grief          :A7
  t=155  public_denial          :A8
  t=156  public_denial          :A5
  t=156  visible_grief          :A7
  t=156  public_denial          :A8
  t=157  visible_grief          :A6
  t=157  public_denial          :A8
  t=158  visible_grief          :A5
  t=158  visible_grief          :A7
  t=158  visible_grief          :A8
  t=159  public_denial          :A6
  t=160  visible_grief          :A6
  t=160  public_denial          :A7
  t=161  public_denial          :A4
  t=161  public_denial          :A5
  t=161  public_denial          :A6
  t=161  visible_grief          :A7
  t=161  visible_grief          :A8
  t=162  public_denial          :A4
  t=162  public_denial          :A5
  t=162  visible_grief          :A6
  t=162  visible_grief          :A7
  t=162  public_denial          :A8
  t=164  public_denial          :A4
  t=164  visible_grief          :A5
  t=164  visible_grief          :A7
  t=165  public_denial          :A6
  t=165  visible_grief          :A7
  t=165  visible_grief          :A8
  t=166  public_denial          :A5
  t=166  public_denial          :A7
  t=166  public_denial          :A8
  t=167  public_denial          :A5
  t=167  public_denial          :A7
  t=168  visible_grief          :A6
  t=168  public_denial          :A7
  t=168  public_denial          :A8
  t=169  public_denial          :A4
  t=169  visible_grief          :A5
  t=169  public_denial          :A6
  t=169  visible_grief          :A7
  t=169  public_denial          :A10
  t=170  public_denial          :A5
  t=170  public_denial          :A8
  t=170  public_denial          :A10
  t=171  public_denial          :A5
  t=171  public_denial          :A6
  t=171  visible_grief          :A7
  t=171  public_denial          :A8
  t=172  public_denial          :A7
  t=172  visible_grief          :A8
  t=172  public_denial          :A10
  t=173  public_denial          :A5
  t=173  visible_grief          :A8
  t=174  public_denial          :A4
  t=174  visible_grief          :A5
  t=174  public_denial          :A7
  t=174  visible_grief          :A8
  t=175  visible_grief          :A5
  t=175  visible_grief          :A6
  t=175  public_denial          :A10
  t=176  public_denial          :A5
  t=176  visible_grief          :A7
  t=176  public_denial          :A8
  t=176  public_denial          :A10
  t=177  visible_grief          :A5
  t=177  visible_grief          :A6
  t=177  public_denial          :A8
  t=178  public_denial          :A5
  t=178  visible_grief          :A7
  t=179  public_denial          :A4
  t=179  public_denial          :A6
  t=179  public_denial          :A10
  t=180  visible_grief          :A6
  t=181  visible_grief          :A6
  t=181  public_denial          :A7
  t=181  public_denial          :A8
  t=181  public_denial          :A10
  t=182  visible_grief          :A5
  t=182  public_denial          :A7
  t=183  public_denial          :A4
  t=183  public_denial          :A6
  t=183  public_denial          :A7
  t=183  public_denial          :A8
  t=184  public_denial          :A7
  t=184  public_denial          :A8
  t=184  public_denial          :A10
  t=185  public_denial          :A4
  t=185  public_denial          :A6
  t=185  public_denial          :A7
  t=185  public_denial          :A8
  t=186  visible_grief          :A8
  t=187  visible_grief          :A5
  t=187  visible_grief          :A6
  t=187  public_denial          :A7
  t=187  public_denial          :A8
  t=187  public_denial          :A10
  t=188  public_denial          :A5
  t=188  public_denial          :A6
  t=188  visible_grief          :A8
  t=189  public_denial          :A4
  t=189  visible_grief          :A6
  t=189  visible_grief          :A7
  t=190  public_denial          :A8
  t=190  public_denial          :A10
  t=191  public_denial          :A4
  t=191  public_denial          :A7
  t=191  public_denial          :A8
  t=191  public_denial          :A10
  t=192  visible_grief          :A6
  t=192  public_denial          :A7
  t=192  public_denial          :A10
  t=193  public_denial          :A4
  t=193  public_denial          :A5
  t=193  public_denial          :A6
  t=193  visible_grief          :A7
  t=193  public_denial          :A8
  t=193  public_denial          :A10
  t=194  public_denial          :A4
  t=194  visible_grief          :A5
  t=194  visible_grief          :A6
  t=194  public_denial          :A7
  t=195  public_denial          :A6
  t=196  visible_grief          :A6
  t=196  visible_grief          :A7
  t=196  visible_grief          :A8
  t=197  public_denial          :A4
  t=197  visible_grief          :A7
  t=198  public_denial          :A4
  t=198  visible_grief          :A7
  t=199  visible_grief          :A5
  t=199  public_denial          :A6
  t=199  visible_grief          :A7
  t=200  public_denial          :A4
  t=200  public_denial          :A5
  t=200  public_denial          :A6
  t=200  public_denial          :A7
  t=200  public_denial          :A8

--- State snapshot at t=50 ---
  A1: sha=0.5 fea=0.5 gri=2.2
  A2: sha=0.5 gri=1.4
  A3: sha=0.5 gri=1.8
  A4: sha=10.0 gui=10.0 fea=10.0 gri=1.2
  A5: sha=10.0 gui=10.0 fea=10.0 gri=2.5
  A6: sha=10.0 gui=9.0 fea=10.0 gri=2.9
  A7: sha=10.0 gui=10.0 fea=10.0 gri=2.6
  A8: sha=10.0 gui=7.5 fea=10.0 gri=3.6
  A9: sha=0.5 gri=1.5
  A10: sha=10.0 gui=10.0 fea=10.0 gri=4.7
  (crowd)
  L1: shame_climate=1.0 align=0.0 blame[soldier_enforcer]=0.1
  L2: shame_climate=1.0 align=1.0 blame[crowd_participant]=0.9

--- State snapshot at t=100 ---
  A1: sha=0.5 gri=4.2
  A2: sha=0.5 gri=2.2
  A3: sha=0.5 gri=2.6
  A4: sha=10.0 gui=10.0 fea=10.0 gri=1.5
  A5: sha=10.0 gui=10.0 fea=10.0 gri=6.4
  A6: sha=10.0 gui=10.0 fea=10.0 gri=8.6
  A7: sha=10.0 gui=10.0 fea=10.0 gri=6.0
  A8: sha=10.0 gui=10.0 fea=10.0 gri=7.9
  A9: sha=0.5 gri=3.1
  A10: sha=10.0 gui=10.0 fea=10.0 gri=5.7
  (crowd)
  L1: shame_climate=1.0 align=0.0
  L2: shame_climate=1.0 align=1.0 blame[crowd_participant]=1.0

--- State snapshot at t=150 ---
  A1: sha=0.5 gri=6.4
  A2: sha=0.5 gri=4.6
  A3: sha=0.5 gri=5.4
  A4: sha=10.0 gui=9.5 fea=10.0 gri=2.5
  A5: sha=10.0 gui=6.0 fea=10.0 gri=10.0
  A6: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A7: sha=10.0 gui=10.0 fea=10.0 gri=8.9
  A8: sha=10.0 gui=10.0 fea=10.0 gri=9.5
  A9: sha=0.5 gri=5.1
  A10: sha=10.0 gui=10.0 fea=10.0 gri=7.2
  (crowd)
  L1: shame_climate=1.0 align=0.1
  L2: shame_climate=1.0 align=1.0 blame[crowd_participant]=1.0

--- State snapshot at t=200 ---
  A1: sha=0.5 gri=10.0
  A2: sha=0.5 gri=5.0
  A3: sha=0.5 gri=8.8
  A4: sha=10.0 gui=10.0 fea=10.0 gri=3.0
  A5: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A6: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A7: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A8: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A9: sha=0.5 gri=8.1
  A10: sha=10.0 gui=10.0 fea=10.0 gri=8.8
  (crowd)
  L1: shame_climate=1.0 align=0.1 blame[authority_priest]=0.2
  L2: shame_climate=1.0 align=1.0 blame[crowd_participant]=1.0
