=== PROBE P2 ===
  t= 89  public_confession      :A9
  t= 89  forgiveness_emitted    :A9
  t= 90  public_confession      :A2
  t= 90  forgiveness_emitted    :A2
  t= 90  visible_grief          :A8
  t= 92  public_confession      :A8
  t= 92  forgiveness_emitted    :A8
  t= 93  visible_grief          :A9
  t= 94  visible_grief          :A4
  t= 95  public_confession      :A4
  t= 95  forgiveness_emitted    :A4
  t= 95  public_confession      :A9
  t= 95  forgiveness_emitted    :A9
  t= 95  visible_grief          :A11
  t= 96  visible_grief          :A3
  t= 96  public_confession      :A8
  t= 96  forgiveness_emitted    :A8
  t= 96  visible_grief          :A11
  t= 97  public_confession      :A2
  t= 97  forgiveness_emitted    :A2
  t= 97  public_confession      :A3
  t= 97  forgiveness_emitted    :A3
  t= 97  public_confession      :A8
  t= 97  forgiveness_emitted    :A8
  t= 97  public_confession      :A9
  t= 97  forgiveness_emitted    :A9
  t= 98  public_confession      :A9
  t= 98  forgiveness_emitted    :A9
  t= 99  visible_grief          :A8
  t=101  public_confession      :A4
  t=101  forgiveness_emitted    :A4
  t=101  visible_grief          :A9
  t=102  public_confession      :A8
  t=102  forgiveness_emitted    :A8
  t=103  public_confession      :A9
  t=103  forgiveness_emitted    :A9
  t=104  visible_grief          :A3
  t=104  public_confession      :A8
  t=104  forgiveness_emitted    :A8
  t=104  public_confession      :A9
  t=104  forgiveness_emitted    :A9
  t=104  public_confession      :A11
  t=104  forgiveness_emitted    :A11
  t=105  visible_grief          :A3
  t=105  public_confession      :A4
  t=105  forgiveness_emitted    :A4
  t=105  visible_grief          :A8
  t=105  public_confession      :A9
  t=105  forgiveness_emitted    :A9
  t=106  visible_grief          :A3
  t=106  public_confession      :A8
  t=106  forgiveness_emitted    :A8
  t=107  public_confession      :A8
  t=107  forgiveness_emitted    :A8
  t=108  public_confession      :A2
  t=108  forgiveness_emitted    :A2
  t=108  public_confession      :A9
  t=108  forgiveness_emitted    :A9
  t=109  public_confession      :A4
  t=109  forgiveness_emitted    :A4
  t=109  visible_grief          :A8
  t=110  visible_grief          :A8
  t=111  visible_grief          :A8
  t=117  visible_grief          :A3
  t=119  visible_grief          :A3
  t=124  public_denial          :A9
  t=128  public_denial          :A9
  t=129  visible_grief          :A8
  t=130  public_denial          :A9
  t=131  visible_grief          :A3
  t=131  public_denial          :A9
  t=132  visible_grief          :A3
  t=132  public_denial          :A9
  t=133  public_denial          :A9
  t=134  public_denial          :A5
  t=134  public_denial          :A9
  t=135  visible_grief          :A9
  t=136  public_denial          :A5
  t=136  visible_grief          :A9
  t=136  visible_grief          :A11
  t=137  public_denial          :A5
  t=137  public_denial          :A9
  t=138  public_denial          :A5
  t=139  visible_grief          :A8
  t=139  public_denial          :A9
  t=139  visible_grief          :A11
  t=140  public_denial          :A8
  t=140  public_denial          :A9
  t=141  visible_grief          :A3
  t=142  visible_grief          :A3
  t=142  visible_grief          :A8
  t=143  visible_grief          :A3
  t=143  visible_grief          :A8
  t=143  visible_grief          :A11
  t=144  public_denial          :A5
  t=145  visible_grief          :A11
  t=146  public_denial          :A5
  t=146  public_denial          :A8
  t=147  visible_grief          :A3
  t=147  public_denial          :A5
  t=147  visible_grief          :A8
  t=148  public_denial          :A5
  t=148  visible_grief          :A9
  t=149  public_confession      :A5
  t=149  forgiveness_emitted    :A5
  t=150  public_denial          :A3
  t=150  visible_grief          :A8
  t=150  visible_grief          :A9
  t=150  visible_grief          :A11
  t=151  public_denial          :A5
  t=151  public_confession      :A8
  t=151  forgiveness_emitted    :A8
  t=151  public_confession      :A9
  t=151  forgiveness_emitted    :A9
  t=151  visible_grief          :A11
  t=152  visible_grief          :A3
  t=152  public_denial          :A5
  t=152  public_denial          :A9
  t=153  public_confession      :A2
  t=153  forgiveness_emitted    :A2
  t=153  visible_grief          :A3
  t=153  visible_grief          :A5
  t=153  public_confession      :A9
  t=153  forgiveness_emitted    :A9
  t=154  public_confession      :A4
  t=154  forgiveness_emitted    :A4
  t=154  visible_grief          :A9
  t=154  visible_grief          :A11
  t=155  visible_grief          :A5
  t=156  visible_grief          :A5
  t=156  public_denial          :A9
  t=156  visible_grief          :A11
  t=157  public_confession      :A5
  t=157  forgiveness_emitted    :A5
  t=157  public_denial          :A9
  t=158  public_denial          :A3
  t=159  visible_grief          :A3
  t=159  public_confession      :A5
  t=159  forgiveness_emitted    :A5
  t=159  public_denial          :A8
  t=159  visible_grief          :A9
  t=160  public_denial          :A8
  t=160  visible_grief          :A9
  t=161  visible_grief          :A3
  t=161  public_confession      :A5
  t=161  forgiveness_emitted    :A5
  t=161  public_confession      :A10
  t=161  forgiveness_emitted    :A10
  t=161  visible_grief          :A11
  t=162  public_confession      :A2
  t=162  forgiveness_emitted    :A2
  t=162  visible_grief          :A3
  t=162  visible_grief          :A8
  t=162  public_confession      :A9
  t=162  forgiveness_emitted    :A9
  t=163  public_denial          :A8
  t=163  public_denial          :A9
  t=164  visible_grief          :A8
  t=164  public_confession      :A9
  t=164  forgiveness_emitted    :A9
  t=165  public_denial          :A8
  t=166  visible_grief          :A8
  t=167  visible_grief          :A8
  t=168  visible_grief          :A9
  t=168  visible_grief          :A11
  t=169  visible_grief          :A11
  t=170  visible_grief          :A3
  t=170  visible_grief          :A8
  t=171  visible_grief          :A8
  t=172  visible_grief          :A9
  t=173  public_denial          :A8
  t=174  visible_grief          :A3
  t=174  public_denial          :A8
  t=174  visible_grief          :A9
  t=174  visible_grief          :A11
  t=176  visible_grief          :A8
  t=177  visible_grief          :A9
  t=178  public_denial          :A8
  t=178  visible_grief          :A11
  t=179  visible_grief          :A5
  t=179  visible_grief          :A8
  t=180  public_denial          :A8
  t=182  visible_grief          :A8
  t=182  visible_grief          :A11
  t=184  public_denial          :A5
  t=184  public_denial          :A8
  t=184  visible_grief          :A11
  t=185  visible_grief          :A3
  t=185  public_denial          :A8
  t=185  visible_grief          :A9
  t=186  public_denial          :A8
  t=186  visible_grief          :A9
  t=186  visible_grief          :A11
  t=187  visible_grief          :A8
  t=188  visible_grief          :A9
  t=189  visible_grief          :A8
  t=189  visible_grief          :A9
  t=189  visible_grief          :A11
  t=190  public_denial          :A5
  t=190  public_denial          :A8
  t=190  public_denial          :A9
  t=191  visible_grief          :A3
  t=191  public_denial          :A9
  t=191  visible_grief          :A11
  t=192  public_denial          :A3
  t=192  public_denial          :A9
  t=193  public_denial          :A8
  t=194  visible_grief          :A3
  t=194  visible_grief          :A5
  t=194  visible_grief          :A8
  t=194  visible_grief          :A9
  t=195  public_denial          :A3
  t=195  visible_grief          :A8
  t=196  visible_grief          :A8
  t=197  visible_grief          :A3
  t=197  public_denial          :A8
  t=197  public_denial          :A9
  t=197  visible_grief          :A11
  t=198  public_denial          :A5
  t=198  visible_grief          :A8
  t=198  visible_grief          :A9
  t=198  visible_grief          :A11
  t=199  public_denial          :A3
  t=200  visible_grief          :A5
  t=200  public_denial          :A9

--- State snapshot at t=50 ---
  A1: sha=1.0 gri=3.4
  A2: gri=3.1
  A3: sha=0.2 fea=0.1 gri=2.8
  A4: gri=1.4
  A5: sha=0.2 fea=0.1 gri=1.5
  A6: sha=1.0 gri=3.0
  A7: gri=1.0
  A8: sha=0.2 fea=0.2 gri=2.5
  A9: sha=0.2 fea=0.2 gri=1.6
  A10: gri=1.4
  (crowd)
  L1: shame_climate=0.0 align=0.0
  L2: shame_climate=0.0 align=0.0

--- State snapshot at t=100 ---
  A1: sha=1.0 gri=4.6
  A2: gri=3.1
  A3: sha=0.2 fea=0.2 gri=5.6
  A4: gri=2.2
  A5: sha=0.2 fea=0.2 gri=1.9
  A6: sha=1.0 gri=4.6
  A7: gri=1.4
  A8: sha=0.2 fea=0.2 gri=4.5
  A9: sha=0.2 fea=0.2 gri=3.6
  A10: gri=1.4
  (crowd)
  L1: shame_climate=0.0 align=0.1
  L2: shame_climate=0.0 align=0.0

--- State snapshot at t=150 ---
  A1: sha=1.0 gri=5.0
  A2: gri=3.1
  A3: sha=7.2 gui=1.0 fea=3.5 gri=10.0
  A4: gri=2.2
  A5: sha=7.4 gui=7.1 fea=3.6 gri=2.0
  A6: sha=1.0 gri=5.0
  A7: gri=1.8
  A8: sha=7.5 gui=2.0 fea=3.5 gri=9.2
  A9: sha=8.7 gui=10.0 fea=4.4 gri=5.9
  A10: gri=1.4
  (crowd)
  L1: shame_climate=1.0 align=0.0 blame[fisher_laborer]=0.1
  L2: shame_climate=0.0 align=0.0

--- State snapshot at t=200 ---
  A1: sha=1.0 gri=6.6
  A2: gri=3.1
  A3: sha=6.5 gui=3.0 fea=3.0 gri=10.0
  A4: gri=2.2
  A5: sha=6.7 gui=3.0 fea=3.2 gri=4.9
  A6: sha=1.0 gri=5.8
  A7: gri=1.8
  A8: sha=10.0 gui=10.0 fea=10.0 gri=10.0
  A9: sha=6.3 gui=5.0 fea=3.1 gri=10.0
  A10: gri=1.4
  (crowd)
  L1: shame_climate=1.0 align=0.1 blame[fisher_laborer]=0.1
  L2: shame_climate=0.0 align=0.0
